template_code	retro_template	template_hash	classification	library_occurence	conditions
244	[C;H0;D3;+0:4]1-[CH2;D2;+0:3]-[NH;D2;+0:2]-[CH;D3;+0:1]-[N;H0;D3;+0:5]-1>>O=[CH;D2;+0:1].[NH2;D1;+0:2]-[CH2;D2;+0:3]-[C;H0;D3;+0:4]-[NH;D2;+0:5]	0b3cfae5d0f20c508eafe0ad133e7d00467255c80e2ce6144461da0a8e6b2cc0	0.0 Unrecognized	4	1
245	[c;H0;D3;+0:4]1:[c;H0;D3;+0:5]:[n;H0;D2;+0:6]:[cH;D2;+0:2]:[cH;D2;+0:1]:[n;H0;D2;+0:3]:1>>O=[CH;D2;+0:1]-[CH;D2;+0:2]=O.[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH2;D1;+0:6]	0b3fe4ee43597348c367305d3bfb1b20375ee44ae0e93132789fe2ccc0eb1714	0.0 Unrecognized	160	1
246	[NH2;D1;+0:2]-[c;H0;D3;+0:3]1:[c;H0;D3;+0:1]:[o;H0;D2;+0:6]:[c;H0;D3;+0:5]:[c;H0;D3;+0:4]:1>>Cl-[CH2;D2;+0:1].[N;H0;D1;+0:2]#[C;H0;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[OH;D1;+0:6]	0b4a51c69a12bdb6c432c4c087f97d279df777880481973be4068ce787bed683	0.0 Unrecognized	16	1
247	[c;H0;D3;+0:6]-[c;H0;D3;+0:5]1:[cH;D2;+0:4]:[o;H0;D2;+0:3]:[c;H0;D3;+0:2]:[n;H0;D2;+0:1]:1>>C-C(=O)-[NH2;D1;+0:1].O=[C;H0;D3;+0:2]-[O;H0;D2;+0:3]-[CH2;D2;+0:4]-[C;H0;D3;+0:5](=O)-[c;H0;D3;+0:6]	0b4f2f54a4ab71aa717402b5cfdf0fac78d47c86cabb6fa7371190f7945a1e41	0.0 Unrecognized	16	1
248	[O;H0;D1;+0:7]=[c;H0;D3;+0:5]1:[cH;D2;+0:6]:[c;H0;D3;+0:1](-[c;H0;D3;+0:8]:[s;H0;D2;+0:9]):[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[nH;D2;+0:4]:1>>O=[C;H0;D3;+0:1](-[c;H0;D3;+0:2]:[c;H0;D3;+0:3]-[NH;D2;+0:4]-[C;H0;D3;+0:5](-[CH3;D1;+0:6])=[O;H0;D1;+0:7])-[c;H0;D3;+0:8]:[s;H0;D2;+0:9]	0b755b54a47a570bbeb42c5757f4d3f166f3aff8a71fd816ede2e3c4b3bfe9ce	0.0 Unrecognized	4	1
249	[C@@;H0;D4;+0:2]1-[CH2;D2;+0:1]-[O;H0;D2;+0:3]-1>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[C@@;H0;D4;+0:2]-[OH;D1;+0:3]	0b761b88afbfe032d70f8273155f50b60ec1aefc4912ddd6078f5b51caee51e2	0.0 Unrecognized	6	1
250	[C;H0;D3;+0:1]1=[N;H0;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[S;H0;D4;+0:5]-[NH;D2;+0:6]-1>>O=[CH;D2;+0:1].[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[S;H0;D4;+0:5]-[NH2;D1;+0:6]	0b805eea6e1e51f1807767aef160c5f13b6a92156bac3aad0014be60861d3564	0.0 Unrecognized	4	1
251	[N;H0;D2;+0:4]-[n;H0;D3;+0:5]1:[cH;D2;+0:1]:[c;H0;D3;+0:2](-[c;H0;D3;+0:3]):[n;H0;D2;+0:8]:[c;H0;D3;+0:6]:1-[NH2;D1;+0:7]>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[c;H0;D3;+0:3].[N;H0;D2;+0:4]-[NH;D2;+0:5]-[C;H0;D3;+0:6](-[NH2;D1;+0:7])=[NH;D1;+0:8]	0b839a37b4e1a03519898d79b2f2e064391e2fd602cf882e25570f2e61cf50a0	0.0 Unrecognized	4	1
252	[CH2;D1;+0:1]=[C;H0;D3;+0:2]1-[C;H0;D4;+0:3]-[N;H0;D2;+0:4]=[C;H0;D3;+0:5]-[O;H0;D2;+0:6]-1>>[CH;D1;+0:1]#[C;H0;D2;+0:2]-[C;H0;D4;+0:3]-[NH;D2;+0:4]-[C;H0;D3;+0:5]=[O;H0;D1;+0:6]	0b9e492f66919e3862e2860f10cc358f025dad6d469b07ab1a9fc2549f7dcd3e	0.0 Unrecognized	9	1
253	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[N;H0;D3;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[C;H0;D4;+0:6]-[O;H0;D2;+0:7]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[N;H0;D3;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[C;H0;D4;+0:6]-[OH;D1;+0:7]	0ba4d1e64359dae1eca56705e5b044822f05e7d34670c8509ce8db8f22cb47a7	0.0 Unrecognized	10	1
254	[S;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[nH;D2;+0:3]:[n;H0;D2;+0:4]:[c;H0;D3;+0:5]:[o;H0;D2;+0:6]:1>>Cl-[C;H0;D3;+0:1](-Cl)=[S;H0;D1;+0:2].[NH2;D1;+0:3]-[NH;D2;+0:4]-[C;H0;D3;+0:5]=[O;H0;D1;+0:6]	0ba6878c8660fca3ddc434cf2db9170319e8b68c75dea03731e4e6d8e0d5ed7b	0.0 Unrecognized	3	1
255	[O;H0;D1;+0:6]=[C;H0;D3;+0:1]1-[C;H0;D3;+0:2]=[CH;D2;+0:3]-[C;H0;D3;+0:4]-[O;H0;D2;+0:5]-1>>N#[C;H0;D2;+0:1]-[C;H0;D3;+0:2]=[CH;D2;+0:3]-[C;H0;D3;+0:4]-[OH;D1;+0:5].O-C=[O;H0;D1;+0:6]	0baed060cc2c93e183182fade754e87a47c8d9cb1ce7017579140b3d066ed61f	0.0 Unrecognized	6	1
256	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[nH;D2;+0:3]:[n;H0;D2;+0:4]:[c;H0;D3;+0:5](-[c;H0;D3;+0:6]):[n;H0;D3;+0:7]:1-[c;H0;D3;+0:8]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[NH;D2;+0:3]-[NH2;D1;+0:4].S=[C;H0;D3;+0:5](-[c;H0;D3;+0:6])-[NH;D2;+0:7]-[c;H0;D3;+0:8]	0bb63f872ecd427c981bd4a18f359195e28d481b9e0699c1aceb4138ed1ff9b0	0.0 Unrecognized	9	1
257	[NH;D2;+0:6]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:4]:[c;H0;D3;+0:1](-[c;H0;D3;+0:3]):[c;H0;D3;+0:2]:[s;H0;D2;+0:7]:1>>O=[C;H0;D3;+0:1](-[CH2;D2;+0:2])-[c;H0;D3;+0:3].[NH2;D1;+0:4]-[C;H0;D3;+0:5](-[NH;D2;+0:6])=[S;H0;D1;+0:7]	0bc11c539b04527df12b697ad692629998a0ae32173a4a63c8e24b2879e99487	0.0 Unrecognized	14	1
258	[C;H0;D3;+0:1]1=[N;H0;D2;+0:2]-[CH;D3;+0:3]-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-1>>O=[C;H0;D3;+0:1]-[NH;D2;+0:2]-[CH;D3;+0:3]-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	0bd4678adee1984b06fb091ca2583124980f30fd0e2b7d4ccaa57fed8e96c1dd	0.0 Unrecognized	9	1
259	[O;H0;D1;+0:7]=[c;H0;D3;+0:6]1:[nH;D2;+0:5]:[c;H0;D3;+0:1]:[n;H0;D2;+0:2]:[n;H0;D3;+0:3]:1-[c;H0;D3;+0:4]>>[CH;D2;+0:1]=[N;H0;D2;+0:2]-[NH;D2;+0:3]-[c;H0;D3;+0:4].[N;H0;D1;+0:5]#[C;H0;D2;+0:6]-[OH;D1;+0:7]	0bdfbe11591ab025483ffa2859d5f7cce3abc184adddb37ceadfb7252f71ab24	0.0 Unrecognized	5	1
260	[NH2;D1;+0:6]-[c;H0;D3;+0:5]1:[c;H0;D3;+0:1]:[s;H0;D2;+0:2]:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:1>>[CH2;D2;+0:1]-[S;H0;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[C;H0;D2;+0:5]#[N;H0;D1;+0:6]	0bea1bd1836cd4fccb0e20616d4f81d5615f4935c32ab2f9da7c02521386d7db	0.0 Unrecognized	22	1
261	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[nH;D2;+0:6]:[c;H0;D3;+0:7]:[n;H0;D2;+0:8]:[cH;D2;+0:5]:[c;H0;D3;+0:3]:1-[O;H0;D2;+0:4]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[O;H0;D2;+0:4].C-C-O-[CH;D2;+0:5]=O.[NH2;D1;+0:6]-[C;H0;D3;+0:7]=[NH;D1;+0:8]	0bec1e8c953b47e916bac907aaf4831836ed220f12159f8142e17f8156615be7	0.0 Unrecognized	3	1
262	[NH;D2;+0:5]-[c;H0;D3;+0:4]1:[n;H0;D2;+0:3]:[cH;D2;+0:2]:[cH;D2;+0:1]:[s;H0;D2;+0:6]:1>>Br-[CH2;D2;+0:1]-[CH;D3;+0:2](-O-C-C)-O-C-C.[NH2;D1;+0:3]-[C;H0;D3;+0:4](-[NH;D2;+0:5])=[S;H0;D1;+0:6]	0beed1a56854f899e62b43232182efed14a954396231854ee0f82c253f7a2f3c	0.0 Unrecognized	21	1
263	[C;H0;D3;+0:1]1=[N;H0;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[CH2;D2;+0:5]-[CH;D3;+0:6]-[N;H0;D3;+0:7]-1>>C-C-O-[C;H0;D4;+0:1](-O-C-C)-O-C-C.[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[CH2;D2;+0:5]-[CH;D3;+0:6]-[NH;D2;+0:7]	0c02d0a1d760da1296a4185a862998812d9bdd581a431c08b00179aad514a2a3	0.0 Unrecognized	20	1
264	[c;H0;D3;+0:3]-[c;H0;D3;+0:2]1:[n;H0;D2;+0:7]:[nH;D2;+0:8]:[cH;D2;+0:1]:[c;H0;D3;+0:4]:1-[c;H0;D3;+0:5]:[n;H0;D2;+0:6]>>C-O-[CH;D3;+0:1](-O-C)-N(-C)-C.O=[C;H0;D3;+0:2](-[c;H0;D3;+0:3])-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[n;H0;D2;+0:6].[NH2;D1;+0:7]-[NH2;D1;+0:8]	0c15a7261b365e2e9a2860110e8d8fe47b4782899f3f58b1fcdd686f2e3211d8	0.0 Unrecognized	10	1
265	[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[n;H0;D2;+0:6]:[c;H0;D3;+0:2]:1>>C-C-O-P(=O)(-O-C-C)-[CH;D3;+0:1]-[C;H0;D3;+0:2]=O.O=[C;H0;D3;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[NH2;D1;+0:6]	0c1cebb87ebab8634352ae2cf53d60efea6b36df9d79d39c53ec18fb6984fdd9	0.0 Unrecognized	8	1
266	[C;H0;D3;+0:4]1-[C;H0;D3;+0:5]-[N;H0;D3;+0:6]-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-1>>Cl-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[C;H0;D3;+0:4]-[C;H0;D3;+0:5]-[NH;D2;+0:6]	0c36c92d07924f54c243a4fa0cc49b4e7de990bb092c692afadccd029ec58bb3	0.0 Unrecognized	76	1
267	[C;H0;D3;+0:1]1=[N;H0;D2;+0:2]-[CH2;D2;+0:3]-[C;H0;D4;+0:4]-[CH2;D2;+0:5]-1>>C-S-[C;H0;D3;+0:1]=[N;H0;D2;+0:2]-[CH2;D2;+0:3]-[Si](-C)(-C)-C.[C;H0;D3;+0:4]=[CH2;D1;+0:5]	0c376747efe1d7193a61d1a07528d13caefc0a5c703c3fcdcf9b00305c3c7bbf	0.0 Unrecognized	17	1
268	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[o;H0;D2;+0:5]:[c;H0;D3;+0:6]:[c;H0;D3;+0:7]:1>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[O;H0;D2;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	0c3db300dedc233389d2e64792b6c59d89b755ebc9b2dfa36c674b66d78cb337	0.0 Unrecognized	94	1
269	[O;H0;D1;+0:7]=[C;H0;D3;+0:5]1-[C;H0;D3;+0:3]=[C;H0;D3;+0:4]-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[NH;D2;+0:6]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C;H0;D3;+0:3]=O.[CH2;D2;+0:4]-[C;H0;D3;+0:5](-[NH2;D1;+0:6])=[O;H0;D1;+0:7]	0c403b757f44a8c8b1631702f1b7cd4754536c9fcef3b4736a74f26e352e02e0	0.0 Unrecognized	5	1
270	[O;H0;D1;+0:5]=[C;H0;D3;+0:4]1-[NH;D2;+0:6]-[CH2;D2;+0:1]-[c;H0;D3;+0:2]:[c;H0;D3;+0:3]-1>>Br-[CH2;D2;+0:1]-[c;H0;D3;+0:2]:[c;H0;D3;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-O-C.[NH3;D0;+0:6]	0c4eb21cef3013542ebe13868eed4a86717e65da61b6ed9522154c7feea67ce5	0.0 Unrecognized	87	1
271	[CH2;D2;+0:5]1-[N;H0;D3;+0:6]-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[n;H0;D3;+0:3]:[c;H0;D3;+0:4]-1>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[n;H0;D3;+0:3]:[c;H0;D3;+0:4]-[CH2;D2;+0:5]-Cl.[NH2;D1;+0:6]	0c56751fd3f85fc73faf928ef4de9dc9c38811e68940716bc8b80aa805ccce44	0.0 Unrecognized	21	1
272	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH2;D2;+0:3]-[CH;D3;+0:4]-[C;H0;D3;+0:5]=[N;H0;D2;+0:6]-[N;H0;D3;+0:7]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[CH;D3;+0:4]-[C;H0;D3;+0:5]=O.[NH2;D1;+0:6]-[NH;D2;+0:7]	0c6f098916ac715f7d02c17842ea24fa93aac6612c460019d8240ee0ad64aa89	0.0 Unrecognized	9	1
273	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH2;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH;D2;+0:6]-1>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[N+;H0;D3:6](=O)-[O-]	0c7c48277da4ec4216114d0160e3dab2118d28dc6b0f6803577c8fd540c52869	0.0 Unrecognized	252	1
274	[c;H0;D3;+0:1]1:[n;H0;D2;+0:2]:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[s;H0;D2;+0:5]:1>>C-C-O-[C;H0;D4;+0:1](-O-C-C)-O-C-C.[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[SH;D1;+0:5]	0c7c4908e659561867786b66a2c317141c06ec24c77fd9664bc2bdf35c5cf065	0.0 Unrecognized	32	1
275	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH;D3;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[NH;D2;+0:8]-[C;H0;D3;+0:7]-[NH;D2;+0:6]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-O-C.[NH2;D1;+0:6]-[C;H0;D3;+0:7]-[NH2;D1;+0:8]	0c9aaae4deb5cb8733bb8f212f3eb63207892135c996663f1d15ed5d967e8119	0.0 Unrecognized	5	1
276	[O;H0;D1;+0:8]=[C;H0;D3;+0:7]1-[N;H0;D3;+0:6]-[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[c;H0;D3;+0:3]-[CH;D3;+0:4]-[N;H0;D3;+0:5]-1>>Cl-[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[c;H0;D3;+0:3]-[CH;D3;+0:4]-[NH;D2;+0:5].[N;H0;D2;+0:6]=[C;H0;D2;+0:7]=[O;H0;D1;+0:8]	0c9e2d688e57ac731b351cd40c6c0b30d4546fc5a7e31f3243258a96b5aca844	0.0 Unrecognized	8	1
277	[NH2;D1;+0:2]-[C;H0;D3;+0:1]1=[N;H0;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[CH2;D2;+0:6]-[N;H0;D3;+0:7]-1>>Br-[C;H0;D2;+0:1]#[N;H0;D1;+0:2].O=[N+;H0;D3:3](-[O-])-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[CH2;D2;+0:6]-[NH;D2;+0:7]	0cbb0ecdee0f15cb79759e29e9105058f2309189b6d4ff229ca93a73923a0e47	0.0 Unrecognized	11	1
278	[O;H0;D1;+0:5]=[c;H0;D3;+0:4]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[n;H0;D3;+0:10](-[c;H0;D3;+0:11]):[c;H0;D3;+0:9](=[O;H0;D1;+0:8]):[n;H0;D3;+0:6]:1-[O;H0;D2;+0:7]>>Cl-[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[c;H0;D3;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[NH;D2;+0:6]-[O;H0;D2;+0:7].[O;H0;D1;+0:8]=[C;H0;D2;+0:9]=[N;H0;D2;+0:10]-[c;H0;D3;+0:11]	0cbd537050f0e47933f41a724a98a9b3452652b4e3196046e7d533669303b27d	0.0 Unrecognized	21	1
279	[NH;D2;+0:9]-[c;H0;D3;+0:7]1:[n;H0;D2;+0:6]:[c;H0;D3;+0:3](-[c;H0;D3;+0:4]:[s;H0;D2;+0:5]):[cH;D2;+0:2]:[cH;D2;+0:1]:[n;H0;D2;+0:8]:1>>C-N(-C)-[CH;D2;+0:1]=[CH;D2;+0:2]-[C;H0;D3;+0:3](=O)-[c;H0;D3;+0:4]:[s;H0;D2;+0:5].[NH2;D1;+0:6]-[C;H0;D3;+0:7](=[NH;D1;+0:8])-[NH;D2;+0:9]	0ccaecc62623f3ff2383d180b7a7d6ce58bc5c50f2110b63d6aa135b49571eb6	0.0 Unrecognized	22	1
280	[NH2;D1;+0:4]-[c;H0;D3;+0:3]1:[c;H0;D3;+0:2]:[c;H0;D3;+0:1]:[n;H0;D3;+0:6]:[n;H0;D2;+0:5]:1>>F-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[C;H0;D2;+0:3]#[N;H0;D1;+0:4].[NH2;D1;+0:5]-[NH;D2;+0:6]	0ccc2946affe5691e57ea43491e14f574ec9ade207626b52c212bdfa9455fae3	0.0 Unrecognized	22	1
281	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[o;H0;D2;+0:10]:[c;H0;D3;+0:9]:[c;H0;D3;+0:8]:[cH;D2;+0:7]:[c;H0;D3;+0:3]:1-[c;H0;D3;+0:4](:[n;H0;D2;+0:5]):[s;H0;D2;+0:6]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[c;H0;D3;+0:4](:[n;H0;D2;+0:5]):[s;H0;D2;+0:6].O=[CH;D2;+0:7]-[c;H0;D3;+0:8]:[c;H0;D3;+0:9]-[OH;D1;+0:10]	0ce024e9fd857ace1175a73a05e0a3b9416ca644d1e5e6411235b153dc6c1a0c	0.0 Unrecognized	10	1
282	[O;H0;D1;+0:6]=[c;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]:[n;H0;D2;+0:2]:[cH;D2;+0:1]:[n;H0;D3;+0:7]:1>>C-C-O-[CH;D2;+0:1]=[N;H0;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-O-C-C.[NH2;D1;+0:7]	0cee63aa94b9caeae7a63ff8851032a973c9e7b17ba8edf011e843f6a7db7653	0.0 Unrecognized	12	1
283	[O;H0;D1;+0:4]=[c;H0;D3;+0:2]1:[cH;D2;+0:3]:[c;H0;D3;+0:1]:[o;H0;D2;+0:5]:[c;H0;D3;+0:6]:[c;H0;D3;+0:7]:1-[c;H0;D3;+0:8]>>O=[C;H0;D3;+0:1]-O-[C;H0;D3;+0:2](-[CH3;D1;+0:3])=[O;H0;D1;+0:4].[O;H0;D1;+0:5]=[C;H0;D3;+0:6]-[CH2;D2;+0:7]-[c;H0;D3;+0:8]	0cf15eaecfa9e358185cd90fc5f4618b48dcb6d403cd09c7d3728f7a5c661809	0.0 Unrecognized	3	1
284	[O;H0;D1;+0:8]=[C;H0;D3;+0:6]1-[C;H0;D3;+0:7]=[C;H0;D3;+0:2](-[OH;D1;+0:1])-[C@H;D3;+0:3]-[C@H;D3;+0:4]-[N;H0;D3;+0:5]-1>>C-[O;H0;D2;+0:1]-[C;H0;D3;+0:2](=O)-[C@H;D3;+0:3]-[C@H;D3;+0:4]-[NH;D2;+0:5].O-[C;H0;D3;+0:6](-[CH2;D2;+0:7])=[O;H0;D1;+0:8]	0cfa0083ecd028038497a367b402236438a2ab5f2cc013b2b6e4f1e75c8f45f4	0.0 Unrecognized	94	1
285	[NH2;D1;+0:5]-[c;H0;D3;+0:6]1:[c;H0;D3;+0:7]:[c;H0;D3;+0:8](-[c;H0;D3;+0:9]):[c;H0;D3;+0:1]:[c;H0;D3;+0:2](-[SH;D1;+0:4]):[n;H0;D2;+0:3]:1>>[CH2;D2;+0:1]-[C;H0;D3;+0:2](-[NH2;D1;+0:3])=[S;H0;D1;+0:4].[N;H0;D1;+0:5]#[C;H0;D2;+0:6]-[C;H0;D3;+0:7]=[CH;D2;+0:8]-[c;H0;D3;+0:9]	0cfaa965815b040615da67f9ed174d6265320ec8a678ca9a7ef44dc0928a1ef4	0.0 Unrecognized	12	1
286	[c;H0;D3;+0:8]-[c;H0;D3;+0:6]1:[n;H0;D2;+0:5]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]):[c;H0;D3;+0:3](-[c;H0;D3;+0:4]):[s;H0;D2;+0:7]:1>>Cl-[CH;D3;+0:1](-[c;H0;D3;+0:2])-[C;H0;D3;+0:3](=O)-[c;H0;D3;+0:4].[NH2;D1;+0:5]-[C;H0;D3;+0:6](=[S;H0;D1;+0:7])-[c;H0;D3;+0:8]	0d0efa6ce1f97601e49019b77620fa972666568e37c62c2f4f4cbc1abf2313b4	0.0 Unrecognized	4	1
287	[c;H0;D3;+0:4]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:1]:[n;H0;D3;+0:2]:[c;H0;D3;+0:3]:[c;H0;D3;+0:6]:1-[c;H0;D3;+0:7]:[n;H0;D2;+0:8]>>[NH2;D1;+0:1]-[n+;H0;D3:2]:[cH;D2;+0:3].[c;H0;D3;+0:4]-[C;H0;D2;+0:5]#[C;H0;D2;+0:6]-[c;H0;D3;+0:7]:[n;H0;D2;+0:8]	0d17986cdb60dac3fd6cbaf4ccc3de5235eb2be513bfb9e693253fae67d26a63	0.0 Unrecognized	25	1
288	[c;H0;D3;+0:6]-[n;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]:[n;H0;D2;+0:2]:[c;H0;D3;+0:1]:1>>O-[C;H0;D3;+0:1]=O.[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]	0d1bd71426c86a6b385e941dfcdc478f491dd9473fe6ecdf9108c9fa107e0b37	0.0 Unrecognized	75	1
289	[CH2;D2;+0:1]-[n;H0;D3;+0:4]1:[n;H0;D2;+0:5]:[c;H0;D3;+0:6]:[c;H0;D3;+0:7]:[c;H0;D3;+0:2]:1-[c;H0;D3;+0:3]>>O=[CH;D2;+0:1].O=[CH;D2;+0:2]-[c;H0;D3;+0:3].[NH2;D1;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	0d1f671ce8b3b11a5b74c1696662711450d897a2e95916cae9e71a694a943078	0.0 Unrecognized	6	1
290	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[N;H0;D3;+0:6]-[CH2;D2;+0:5]-[c;H0;D3;+0:4]:[c;H0;D3;+0:3]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[CH3;D1;+0:5].[NH2;D1;+0:6]	0d2077d646ffa7c78869d87eefce0cb16c57d7b897e844e8d409a5056c3cd10c	0.0 Unrecognized	11	1
291	[NH2;D1;+0:7]-[c;H0;D3;+0:6]1:[n;H0;D2;+0:5]:[c;H0;D3;+0:1](-[OH;D1;+0:2]):[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[n;H0;D2;+0:8]:1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[C;H0;D3;+0:6](-[NH2;D1;+0:7])=[NH;D1;+0:8]	0d2171171c5a9f48ea7f9e72ffb9c5fa1d328840047085cea6450f722baa307f	0.0 Unrecognized	31	1
292	[S;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[nH;D2;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[o;H0;D2;+0:6]:1>>S=[C;H0;D2;+0:1]=[S;H0;D1;+0:2].[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[OH;D1;+0:6]	0d25c1abd3237ebf5f7f9e6c82015045cc957299728bc70cb40b98aff73db3a8	0.0 Unrecognized	19	1
293	[O;H0;D1;+0:2]=[P;H0;D4;+0:1]1(-[O;H0;D2;+0:3])-[O;H0;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[O;H0;D2;+0:7]-1>>Cl-[P;H0;D4;+0:1](-Cl)(=[O;H0;D1;+0:2])-[O;H0;D2;+0:3].[OH;D1;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[OH;D1;+0:7]	0d336e914ff531b6d97a07e3ac69bc5e0a77ac01d39c0109f97dd9b51ae80e2f	0.0 Unrecognized	12	1
294	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH2;D2;+0:3]-[CH;D3;+0:4]-[CH;D3;+0:5](-[O;H0;D2;+0:7])-[O;H0;D2;+0:6]-1>>C-C(-C)(-C)-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[CH;D3;+0:4]-[CH2;D2;+0:5]-[OH;D1;+0:6].[OH;D1;+0:7]	0d3fc8a476a59835a6cac550f9a4815144360fee9c2c78995024245528c238b1	0.0 Unrecognized	35	1
